project,path,layer,lines,bytes,sha256,function_declarations,review_level
easyeye,.docker/nginx/laravel.conf,.docker,45,1348,1d31a3a992a5d92f85d255e75b9057650e6613f56ec9570eafcd8047170832dc,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.docker/php/custom.ini,.docker,5,114,388da7ed40473b9ff5649b061b50e6370e2ed02accfd1e62197f3f2d5a4b496f,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.docker/php/entrypoint.sh,.docker,41,2301,f7f3950be7cf56c6daa3a85565660b7727df4e2d1fc0a60cc5ebe9609eb382d0,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.docker/php/opcache.ini,.docker,15,725,122dfe44073c1e92e9bafb46e3a6fb31e5a091b30e847a7cf2a7ffc12d8194d4,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.docker/supervisor/easyeye-worker.conf,.docker,14,496,5a4bb6fbc7ef96a6b4fcc316d26247cfec776f61442d4baedda719ab2aea546b,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.docker/supervisor/supervisord.conf,.docker,18,447,1da4e9d7718eace1300305a03b374650c4f42510ed34e1befe6d8c03855fbc6c,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/copilot-instructions.md,.github,128,4665,4ac2616b757769ad2ce61d64add46f179e61bc1c6a07cff81857838c2926eea4,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/hooks/rtk-rewrite.json,.github,22,378,f703b316d008c58589c5d68a9784c6ab7b0ad499c8382ca6b43ffb3a1f220a44,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/prompts/opsx-apply.prompt.md,.github,149,4465,350c3c47330d14825eaf685594a1ac73fe1f4a15c2774ed06fc90fc6352cd08f,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/prompts/opsx-archive.prompt.md,.github,154,4934,506f234494a161cdde2c1fefb319f53ec63e34755811ead4b39c5677c0c7b455,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/prompts/opsx-explore.prompt.md,.github,170,6499,f336d5ff10f58ec5f0f081f1a7f3c8da61e9a7d4b8f9e324ff9b2edcf6c66706,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/prompts/opsx-propose.prompt.md,.github,103,4335,a124c194a3348ee4e8aa41edb03aeb63444946a6aa3d60365fea6b124e733168,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/skills/openspec-apply-change/SKILL.md,.github,156,4724,c30999a1477d6a8377d7aaa02a82ad322206ffa0cca1ddf7d95618c4577ba10f,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/skills/openspec-archive-change/SKILL.md,.github,114,4157,dd8783f590c0488b2026bee9aae2adbc3cda1d7152ab04e9b9cf2ff3924fce50,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/skills/openspec-explore/SKILL.md,.github,288,10569,4f534b22c2e04839f965186a9dd49129dcef318752260f5d67468d0a8d649826,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,.github/skills/openspec-propose/SKILL.md,.github,110,4646,a41d8fda28db18ff9afd548fdc4076c89e492460ac3b8ee0fa4cb33b7034a3e0,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,DOCKER.md,root,532,14218,7e4afa53fbe3231776828a912297a9838937539674188448373951366be825b7,0,inventario e inspecao estrutural
easyeye,Dockerfile,root,88,2428,8c0b33022b7fe148746cf508937dd3e2e9ee1edb066602d4bd1ee16beddadd01,0,inventario e inspecao estrutural
easyeye,PRD.md,root,152,6860,ada4210ee4ac185104a27e6fd91c4c0cd8b79dc10aa0d283a3075f6fb7b48b2b,0,inventario e inspecao estrutural
easyeye,README.md,root,66,4109,44b83afe2178ca6fd420f84d447de3b1dab72b996804c3ff719bdf68c265147f,0,inventario e inspecao estrutural
easyeye,SPECS.md,root,166,7885,1a2732224032a9fb9804957d94b385cdde1e9e9ac67349ce87bc04f57956d5f9,0,inventario e inspecao estrutural
easyeye,app/Actions/Register/CreateEntityAction.php,app,53,1522,1d71c79c4b66aa7d53cd2988acfb5624c26bda6003a44bc00a9bfacd4402e06a,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Actions/Register/CreateEntityUserAction.php,app,20,459,407eee689fc2b950626978e047dd13b0164780e883683007886c7149eed4db4e,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Actions/Register/CreateUserAction.php,app,22,648,cb825abc01b40dbac63ebcd25b02569940017e6ef58908407b2b8e045f46dcfa,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Actions/Register/RegisterAction.php,app,60,2114,96d5ebb30dac9fdbaf0a1cc9f358e951915706fbbbbf57e90809dc4cffc5f5cb,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Actions/Register/StartTrialAction.php,app,37,1064,45dbb96e706f724604f3016d0a20c9e779b1dd38c10104bcffe446b90217f3f4,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Casts/PaymentMethodCast.php,app,36,1126,1c754717bbdd508a00b8131ca89ff1ea02ad62b1d14b55467af548dcaa8464d7,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Concerns/HasEntityCode.php,app,77,2453,c5291e55c2f61a55640dcd0ccb2179ee5d8a2c2365876f2d598c70eb3bdcc29c,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Concerns/HasUppercaseFields.php,app,15,346,ebdf3c2b9e07f5d145f925a2eb2113f4e467ad44b4bbcb97c6c27538479ff8a4,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Concerns/HasUppercaseName.php,app,17,359,bced9eaee1e41f50e915d0a6a1c902c799b9658b1f4be728d86f8707bebce57d,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/CheckStockAlertsCommand.php,app,30,877,5efc28e1f6ab67c14cfae40d3ed18a3ef2e200149b00b7785bc63991f11d923a,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/EnsureTestFinancialProfilesCommand.php,app,125,5279,8ffd2d2128a7bd75f928860385c0d9b04c50166dc7db2804609930967bc78d94,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/ExpireStaleAiRunsCommand.php,app,65,2249,083535377b5dc045095095cde0b16045b85c25c38f5792cf2dd6aab36fcf42c2,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/MigrateIolLensesToStockCommand.php,app,247,11002,076bf81d8d93da7443b348d774ff38b64ff4fe63e3b5572f59066a09344d26ca,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/NotifyWaitingApprovalCommand.php,app,81,2529,851ef8f312456e2eff0bbb5de66aa24ba2715fa0a45bc41058de2b52920720e9,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/PruneIntegratorQueueHealthHistoryCommand.php,app,49,1682,a8004ebbecd459910d0c3f43e4b8411cffc289f4313b8273089bc8eaa8ac2646,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/PublishIntegratorUpdateCommand.php,app,71,2706,6e7ff2d009705ae7cc05f4901e4c1497ef7c138c5f8c8f8d772f085da8b724f8,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/PurgeOldAiRunFeedbacksCommand.php,app,54,1641,a5b197fc2c1b82ab4c76c3a895e1bdf174d850894eec5c7642f6a2d80fca1cf6,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/ResetCorruptedTwoFactorCommand.php,app,118,3900,fcd9ff0abea2c8fd7c8a67c185346f99c6edb908b051c9d7afda4a305e682d47,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/SeedEyeImageThumbnails.php,app,170,5678,51e94824b385593958563e3fe42ca58d3f3d30d2fbfb99c2c1669dd02c7095d2,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/SendWhatsAppConfirmationsCommand.php,app,87,3213,7634c316f959ae8b3ad77045bff68409e77ab28b2d1e18be533a6df765b7dbbd,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Console/Commands/SendWhatsAppSurveysCommand.php,app,91,3348,adcb8fa59ab775dec359016e652492a8a8c3129147526b5f2c067932d8be58a8,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Contracts/Billing/PaymentGatewayInterface.php,app,28,1116,54023963327c55de0ceaaa987a2ee31adafbc9477648d3345dce9a90fff552c7,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/AI/AiCreditEstimateData.php,app,45,1420,2b07b7cf727e99fe77e76db0dd7844e80e8377d73537e4871106c0d031667cbc,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/AI/AiProviderResponseData.php,app,44,1258,a529aebd79b4b243864b345f3872c3ad251a154fbff865617758046f7c5c45ff,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/AI/AiRequestData.php,app,50,1536,a654e866b80345f8da5e340642724f1a11746e7ccddfbfa74cc68fabb41abe89,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/AI/AiUsageData.php,app,34,878,84e225089b346a511b29877417b23a39622f3ae46ad0ef6e7f3b6b7a3b7b0fc6,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/AI/AiWorkflowResultData.php,app,49,1355,795b41155cd19ba0058fff9d2fe4944d11f2155e8cd5cb33dd208de9a1fba423,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/ActionPolicy.php,app,97,2914,0981f4e8e4ad2b1f2275d77f0ffae4cfadf8d94a5445b3a3c1cbc21f3f13c6e9,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CancelSubscriptionDTO.php,app,26,625,8231faa3475ea4c235820a33f8f48c6b5048e64b0bdf51a2a72d6c2d1b99efbd,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CancelSubscriptionResultDTO.php,app,14,273,226e63780767ceae4ed92b4b8b2895b9e0b690c4e6d718e4b7f3a98ce686e61e,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CreateChargeDTO.php,app,38,1155,530575d7e62166f6c05721300a6f691a5ed76d4f5d355a1574a0dc2e0c8d0c51,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CreateChargeResultDTO.php,app,17,383,4c706a0e2ce3efa28367387dd627b895c977841df6b1ebd33dc393f72f93ca75,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CreateSubscriptionDTO.php,app,37,1103,2257ddd8c7a96005cc533dd594eb85f9c7109a2eb73e3d42f04cd2a2090b3d41,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CreateSubscriptionResultDTO.php,app,16,365,3ff4e5676d1d5ca1bb78f9f658eb3cec4051cd4624f0b22b5dfac25d28654bde,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/CustomerDTO.php,app,29,754,e1f460b9b154c5614d4603e3c86a1d2e18c18960fdf34c8b28c4ef1caa3dfe60,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/GatewayCallContext.php,app,12,198,88e8c8a26f48f3573db5d0cf92bf8a6a881bff88aaf4f72904d657c8a6a7d52f,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/GatewayHealthDTO.php,app,14,268,bee141c78014a02fb52a848a336e0ecf5d2273043e034e8c7f1f30256a4234d4,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/GatewayWebhookInputDTO.php,app,39,1361,f88723edb18feaa72d5ffa566a30446a14e92c8f5e7cd1ba8a0e8be695ccf38c,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/Billing/NormalizedWebhookEventDTO.php,app,22,571,8c5662e960018d2b372a5e9bc0c97b5083fefde84939eadd7ed672b07b3348ff,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/EyeImageFilters.php,app,82,3177,238fc2abf42b1a4e51d9cb6ad6c2206a24a7e2830cf0977058aeaade8870be89,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/DTOs/FeatureStatus.php,app,53,1617,a0d9750d63dd172c1b878e77c64ec770c7cc662ebdc605f068b269d0977778b1,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Contracts/AiCircuitBreakerInterface.php,app,22,669,f600be6954f182e577e1d1bbab40c553798e691570d8d7ae173d9d2e6a81fad2,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Contracts/AiModelPriceRepositoryInterface.php,app,13,270,fa1e58b8e3f00565c9b46865fb971ccaa1aeeaab4fad7831e7169f76bb77a66b,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Contracts/AiProviderInterface.php,app,19,406,7664bebcb05f687f0bbb86ca31a68c69e4cd3ec36508d2123417bc72e4f22330,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Contracts/AiRunProviderCallStoreInterface.php,app,24,536,77b0ed8eb8d8a471f5329880f738b3c4e75c9d7ddc50205f119c023ef84869b6,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Contracts/AiRunRepositoryInterface.php,app,29,624,2a4ac48a622a631545d323d6cf9ad5922fea6eb479512151022e1200a465ad09,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Exceptions/AiModelPriceNotFoundException.php,app,18,430,ce57549fa80cee0b9a70109c56b45aded8f77b1c518b1e4aa55497a1f69c2aa8,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Exceptions/AiRunCancelledException.php,app,24,704,fa99335c4a14301d3a12e9c6c0dae4bd044dbef11fa088212f7178c067418f78,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Exceptions/InsufficientAiCreditsException.php,app,17,405,b194d85b563c7153d8224344acfdb308cb60c4ba5720b8667002645a15af154e,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiCircuitBreaker.php,app,54,1305,3293fa0c549f85c623f44e832fb9e5437dbd3f58b8ce55cf53978ddf81794458,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiCreditLedgerEntry.php,app,81,2018,56e833f4c4cb68f0020f338d344820b933e1e7407623fff6642bd303965835b6,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiCreditPurchase.php,app,85,2232,823ae9b87813d04d17474440f3dfe92df22379934695314a132b422da30a5ed4,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiCreditWallet.php,app,127,4365,fa902ca41845027df36f6bf9d84c4da6d1b673fb7979d342fc51045f651176d1,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiDoctorPrompt.php,app,48,1029,b1a977094829d477c4adf4481bd80134030bcc514b2cb2920360fd4b14226d94,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiModelPrice.php,app,54,1486,49d2219e2490204daeff545ddec80d110012e51a5f5379243b424b66ebbd1f75,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiProviderTopup.php,app,57,1451,7cf252b2647f110f56808d55bbcfe9478590e621a1bf758fe2b193b5bf2e43e5,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiRun.php,app,192,5724,15fcf400c2e1c7ac7d022cf01c0ac449b902bb145b82ad52a1a37cd7cd89456c,17,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiRunFeedback.php,app,59,1381,463254fc0d91eb7c077f9e48b7cdcb1843b38bb30205f332565b5d2b5955c725,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Models/AiRunProviderCall.php,app,69,1858,463b6fb41be8f59050e78b77d99b7bbed195a77e0ba156578026428ce8a65710,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/AnthropicProvider.php,app,297,9445,35ca84fbcc7fdee8065c468eec0624f37217e38373ee7a2fd78cba36998f28c2,21,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/Fakes/AbstractFakeAiProvider.php,app,100,3309,f372e82a9205c9d8455bd91a8a9726fe33f265580e5f5f05c2bb9c6cb8da0137,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/Fakes/AnthropicFakeProvider.php,app,27,568,bc1bc2589deead4ac67a0d62231ff2f124ac97551da2fafb0a3cde2226b74785,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/Fakes/GeminiFakeProvider.php,app,27,558,019c405eb51e2ad7a3f711673244474b474048d8673f999988d5116b4224c076,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/Fakes/OpenAiFakeProvider.php,app,27,554,7dc07db57457957c5b80189e9e9cf8a0b2190c928ada9fbce63985534a5bcbab,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/GeminiProvider.php,app,300,9491,890050860a8c7844e3ee8343fbcf60c97d32c34ffac27695c47bc3136e6e7e99,20,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Providers/OpenAiProvider.php,app,282,8713,10d1a8b468e3d14ae526e06250aaf2522cf01ce48e6bc21c13f1809913f79f13,19,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Repositories/EloquentAiModelPriceRepository.php,app,50,1552,7dfc08d705acdd3912b17fd1a5e7ce995aeb5cc9e6c7ed06b625278d90c014e1,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Repositories/EloquentAiRunProviderCallStore.php,app,53,2147,ba0a1656e0415e87844b45c00bc8303289f0df06252d5ee5ae8309e78ec6fced,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Repositories/EloquentAiRunRepository.php,app,74,2038,8007718f2aef4c557acec3f46d5410e72aa6cf082b9addc58fb3f4665cf55d3a,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiAnalyticsService.php,app,155,6170,e1d1818743f8900a1c2826f18d7ede66c741fa606315644b5d49eec38eee32d8,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiAssistantWidgetPropsBuilder.php,app,73,3044,7baf20e79449d6cb64461f72651884d2d8ac3b45720b53d58bd2f3a66f84fe86,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiCircuitBreakerService.php,app,107,3714,35b08df1a16483ea794f8e86731943ad83f569d9794d0bb9ec56d38d90847bb5,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiCreditPurchaseService.php,app,419,16133,a3b9044ff26e55c53d1c15b7b870acb069216b68d9fb12bc67ad0d64cd21de7a,13,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiCreditWalletService.php,app,702,24754,261f448ff461c5dbc25927521f2ec6d1ac47e293c5ffef384547e07c225e9da7,15,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiDoctorPromptService.php,app,116,3779,cdc54e764cc471deeccafdd5f7f157b8984da7b5b6cd4aaf627aa8610a0c356c,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiFeedbackService.php,app,42,1217,be3b1dcd8a09a95d9c1506f27af1dcb664f6de9e9d94981c1f237243f32d184b,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiMedicalContextBuilder.php,app,208,6822,ac1540d23a7c80b2cdbd8b9c12d4860d532f75901a96c6e7f5e2f6bb9eb1e25c,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiOrchestrator.php,app,313,12697,67449fabbb55d0201d7847794b8c9dc006d938ed3cddd37bfc48084ca0053c8c,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiPayloadEnricher.php,app,436,18173,0e95896079ddfa8c7b088f79fc6ea47cba260fd52891bbb0794b96fd581eb06a,11,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiPricingService.php,app,242,9123,af8c0ef19268aacb77dfb5267efa32332cfd59528bde748e34e3c858d2e65e56,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiPromptGuardrailService.php,app,240,8088,11ab59a96ce76eb5087d0aabebeb4ec19e6ba46c5955ea85c54bf09ef31f28ce,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiProviderCostService.php,app,312,12828,e1e9fa91a55dd993b2f3aa8be2f0f865b5fb562f487a5f369bcd5e1b997f5d40,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiProviderManager.php,app,100,3514,54b5433c579a99e889eb5ada6dd6f370f93d7e63eecf42d193150b41ebb201f4,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiProviderSettings.php,app,448,14471,346e5f1578fb7f1d873f58b2e21bee45a847b525ddb30bada38a5d0bdbb70cee,19,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiQuotaService.php,app,104,3648,32563e2f55bc94d7363494068e91f30a18a6f67622add824b438dc22522d90d8,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiRunDocumentationService.php,app,167,6955,36d2ffa3bbeebf6843659d3c865b3bb7cfff59304d38a90a89cd8aa3ebb9fc58,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiRunEstimateService.php,app,166,6085,924aaa4baac325cec75aa0d327cbaba7bb7e04286f4ed5e9e9736a7ef3e80c62,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiRunExecutionService.php,app,325,12782,bc2e01401d8e91f20016fa38e9ca927a7ac80d5988351f42ba78a47a8ed9fad1,11,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiSafetyService.php,app,95,3353,adffd91ff70fce84cabb0c5388c656e67977a32e941a144bce46c61eee1e1a60,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/AiSystemPromptResolver.php,app,115,4578,33da5338ea5a2b9dd0f5880d98de6c1f521db7f19ce87768ead83003c655feb8,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Services/EyeImageAttachmentService.php,app,122,3415,64aded92bc62a57ed72860d7830cec99a8c70fd4861d3a4bc1d2dca3d46762a8,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Support/PromptComposer.php,app,54,1855,2f6bd26db6658089c3473b3412b3603ffe407dc8da52ec7dd93cf971628b7bc4,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/AI/Support/ProviderErrorSanitizer.php,app,94,3531,cac73dcb622052f101431a2485beb66ab4f16549da7261ea742c6c207f25d37f,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/AddTissGuideItemAction.php,app,45,1776,6483e7ccb860480d64fc4daae6b5d048de8483ef3050508dcb68700701a010e1,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/AttachGuideToBatchAction.php,app,67,2492,14b71070f3100a3fe5184890e491e39ff6f4ac1fe94e8cd503e4f17658731754,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/CancelTissBatchAction.php,app,68,2290,f97f47e14eb9db2af58002abac3dd004cfecaea25ec73cc2c9826f657fcec38f,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/CancelTissGuideAction.php,app,56,1746,646a1f582eacc8f486748026cf64cd62b2a9e8d8df61a9f8cc255b21bf7fb4f2,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/CloseTissBatchAction.php,app,67,2300,cb0997541ad12d2224a4d3c62a161ee80b9413fc17ec741ae463e8cabf4e3f56,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/CreateTissBatchAction.php,app,86,3096,1c20f779e7c9589dff889cd5eab4667f4dac9068feb42e38662deb33c490c4cb,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/CreateTissGuideAction.php,app,107,4711,b9b662227a933e533ab5aaceb23cd40d014fda9cf78e03cddfc999ee8b9fae45,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/OpenGlosaAppealAction.php,app,70,2607,e449a5fd2d30b236967409c1c9348a4d47b8279bfdb7d28bc4b24b5ba29ec220,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Domains/Tiss/Actions/RetryTissBatchAction.php,app,61,2092,25cfebd577d13d41bba406674d45aa1dc65b15f0ed935319de90d5c1449d751b,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
