project,path,layer,lines,bytes,sha256,function_declarations,review_level
easyeye,app/Http/Controllers/Manager/AiProvidersController.php,app,335,13281,7ecfd1e4f8f24aa5a5b9184f61e80df8c817d6668d6d28f375343d351129e22a,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntitiesController.php,app,320,14298,fa02c74161e198d65ecc8f123d7dab623c4f83d8beead9dac905fe972fb72c86,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntityIntegratorEquipmentsController.php,app,117,4775,66ce85da218fe3fddff6747cfacdc79aabd140857c84c7f4d7b42602bdb63933,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntityIntegratorQueueHealthController.php,app,87,3779,0991a52e8de1d22bc3b076a9ec367657c07abaddf7ad3625ee9b4d359b442950,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntityIntegratorsController.php,app,253,10497,c800e90a81c05e251336e1a75346131410f2727cc07428298eed24ef1325d37e,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntityUserIntegratorsController.php,app,214,7945,2cd601696033966d91507c38c1c6b45a91c41a64dd9777e1e2ab4938fc2cbe28,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/EntityUsersController.php,app,98,4039,3331265acc0096fc7b75f0b61234858fe364bee13e573d097b0dc8c46128bc13,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/FinanceController.php,app,387,15295,cec10a28e10c19610d857c58d7d01f3ae09540c83a7fbf22ae322c83ec3331d4,15,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/GatewaysController.php,app,296,12414,bedda99a4a97208ce20c75b9c9646957e1e19646c92ffa1bba5210c5d91cea9f,11,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/ImpersonateController.php,app,118,4865,a171a9159a3e2077c292ec8a0c534f174f6ebee11f2cb8800617ddd3af6ed24a,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/IntegratorUpdatesController.php,app,89,3440,5e7ab9cc8a51925722a22be16eba02dedc270912daaf3d6a52c944e280c71a28,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/ManagerDashboardController.php,app,49,2066,e711bf5919fd47444b6f591ecf27aacb6155d05c35e12fe4fb93a0e24e33ad77,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/PartnersController.php,app,525,20600,28af95f50934ea5c01af573fbc0d22b99c09e563fde0f3faad7ea60862f699d1,15,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/PlansController.php,app,247,9353,25672e9c858236af958a3e10234d769f5b192571743a4ceff057eeae538a3113,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/ReportSettingsController.php,app,376,16886,0111905f5b3f00e66c58b1fe29592bfaa7e9b2627a30ca518ad39c25f41cdb5c,14,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/SubscriptionsController.php,app,504,22932,5d9ff83f87169ac5b9518d23f01ff9bf533adbf05d94969e7843bc90da6d48e7,20,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Manager/WhatsAppController.php,app,364,16275,f3a4deaaea64cebf3308a470d6a6e65a872fdc6190b2ab07ae752922b3c46848,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordDocumentationsController.php,app,212,9228,af794152e18cfaeab410533bb9a10b3cd9db216a329028a7130b9885dbbaf1d9,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordEvolutionsController.php,app,119,4199,2711cc939bd9f200bd0f143f4feeb035c5470892421c253825fee5c2c9ecd902,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordFilesController.php,app,187,7610,b7545ddc8b890fde5e884a76330b5871ea9f9878ffd23eae0b7f4dc62a9fd181,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordProceduresController.php,app,253,11106,62815ce1126d34bc2a32d9022f19393d94bc8a7da9f7db7330aa294c9cb00a57,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordQuickActionsController.php,app,258,10783,bba97a2060db82432adb139b5c0951af6c7bb444d1e2fedfcf84703b4be9adca,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordValidationRulesController.php,app,37,1188,8220775262d5d92489c2c76758bc70bf9d108faa3ff476bbb503153c717c22fa,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicalRecordsController.php,app,1203,62840,7a09f82473666c2223a2bf18525c5079097a9b50b4ce2405814f4afe7adc2b05,32,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicationPrescriptionFormatController.php,app,44,1400,1d6be375ae3fd03e51c9b629a6ac7b44ebcbcc66cb60c4fbdedee476cc71a60c,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicationPresetsController.php,app,134,4652,e3637db5146263d11befe72a7ede88329dfbaf0a2a31271721172c4a8c59d285,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/MedicineSearchController.php,app,65,2354,460d6924469e8b15a608ab188cfed51dfd80445a7b870825eb1f24c730e665cf,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/NoticesController.php,app,101,3305,14931858d1b8d3a220ea38216de1abb2c250323886e0da6739a7c993290ced42,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PanelDashboardController.php,app,181,7867,b109398f136d4ad08e4f72553fa81a6e470459ca36eb09447f22805730acc707,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Partner/CommissionsController.php,app,49,2015,e7efb857dbe726ad1fc129dbb1ab4ae6b782389d8f2245f61a2886d2ad504c27,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Partner/DashboardController.php,app,60,2241,254da530fee22741b4880c13e91f3afc2b6928ea572ae17ed21fcf1642fb073c,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Partner/LeadsController.php,app,71,2463,918f308931c2d48b49e7c86386af06b6c1f5a399a44ec56ca3c95c788403f25c,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientDocumentSharesController.php,app,118,4625,d83918318cda28b2b45af44e3992cab5f07de86c93a29b129d07be862665bafd,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientImportsController.php,app,253,10502,f36247f971887c7b5c7218ac8d4474faa88eff5ae79a7e366a039cabca05a6a2,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/Auth/PatientAuthenticatedSessionController.php,app,78,2398,7e2ce03049a8698edf2b0675fcd8494103ce10a7d57768f3a70c20537042db18,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/Auth/PatientNewPasswordController.php,app,57,1899,cf6abc4403aa9916ceaeb6722283b15e0759800f0c8ff0f0bce9b62ca99f52c7,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/Auth/PatientPasswordResetLinkController.php,app,56,1990,d637daf1869820cd72a6d8d5ef1311982b5620e96aaf83e8314cc4e2e64c4818,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/ClinicController.php,app,59,2250,24922fd29e4547add101c59ca0fa134a423eb65c8ed8c505f24eb69a53553a5b,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/DashboardController.php,app,49,1794,497915f804f141acdaf20aa957d9be666afbd4de4162e1c79e7e480a1649e570,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/DocumentsController.php,app,136,5840,bc90b31f7b1409366d7f769bc37b4e56b9a9333665c3c8c49a6edd680968eb16,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/InvitationController.php,app,97,3814,6b4d9c84abb8a7d864966230b8a888e0c295f8a031163035c5e412b913b827da,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortal/LgpdExportController.php,app,80,3065,8bc976b42fc9911821b5ba776fff9649f52c18900fe2e0c329001ea9209f09f7,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientPortalInvitationsController.php,app,53,2202,b448c57090eeddbe9ec9b481a0aee323cf0c6597cdff2adde5c7438b6adeb90a,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PatientsController.php,app,428,18726,c798f71a7cd987a4d25c91614998b6d7ee51544c295e7763b286e22a45d82d6b,11,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/PreferencesController.php,app,87,4030,c0b2c0e8de9b6bd87889761b489048ce5ce4197e1580a3c1a2cf7f894941b504,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ProcedureSearchController.php,app,44,1228,a5ec9b23fcdc02925e6bc78a26c6999d63584de1b1476f44db48f5f768a91142,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ProcedureSolicitationFormatController.php,app,55,1794,4019b766bf630d84e43e9c8b44ebe8e1744f8f2cd72d94c3f2f437f4069327c7,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ProfileController.php,app,81,2962,ccc1041a04cd18c4948250ba00dd1ecec399bc463f3a2876bca8d633a57d728e,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ReportsController.php,app,227,9945,0ae7e02ae47ab2d4307dac701d8001b69cf8d38434ce82eee151a89a6159c343,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ResourceWorkScheduleController.php,app,169,6008,ab0c08222f36b3daa27c1f9fa1bb9a5d90b0b6406b98a639feeafe4e6ae4c4c9,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/ScheduleEventsController.php,app,116,4643,0255bd6eb65af07de363a7ae3d0f47d348e59d58938aafad620422e1d0480b46,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/SchedulesController.php,app,957,44040,b22c5ef851b66680ca7af1a8a887f5bef1fbf272a6b1957eaa291a17abaa6e67,25,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Security/TwoFactorController.php,app,310,11324,1328031a7846d479aabfd558be1f2e5a4c04bdaa915a4064aac9bfee2d8f349d,10,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/AdditionTypesController.php,app,45,2071,bf7a0e67576ce874c688194e1a29ecdca61925a29930987e434eec3fefb11b4d,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/AiDoctorPromptsController.php,app,152,5710,5c0558a8cea2f8e1192d7822adab089839ecb3ee53b504480d62a08a88414663,9,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/BaseSettingController.php,app,403,15978,9cfdacb2a48ac132f051a48554651de4bda076da581c8247bed49ef52696c3d7,18,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/CallPanelController.php,app,61,2023,0d5068d8da1611f4a9819555b5a29bbeab0e3a51f15d7680ee9278a5143eb89b,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/ColorVisionTypesController.php,app,45,2104,5ae235178fda30d27f4bd524867f4ea9710896277b9bcc954fbef0d9f781d9da,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/CovenantsController.php,app,51,1793,95b327053f8394971ade289b60f243d775360ee8ec3eec82a5f1233f7633f1c1,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/CoverTestTypesController.php,app,63,2856,90e7349bcb44689a76e15a2bb52c8a4642ac1e671da9eadb3fedf82bd199177b,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/IrisTypesController.php,app,45,2027,b5f47542778b162b3732a580dfdbdf37e9f0b7668514b8d2a5ae09925ce59d0d,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/LensesController.php,app,65,2876,18b7e3851e7a0f78fbb143719ba9658c207f44e37aa786e4bf48d774cfa8e7dd,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/NearPointConvergencesController.php,app,45,2159,2d92dd24cc42a394b17730afd04f3990b13bacee35069f4f7a53a54a51393555,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/ReportSettingsController.php,app,399,17990,778befdd5008ec21c2549faaf23e49ac280132cd7ea301406a1fc3f0a90e4b96,16,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/ResourcesController.php,app,59,2006,cfe12d9952de277cc0de8734e9f28231696989ccd957db0d4c1cc59a255f63ec,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/SecurityController.php,app,147,5488,e6188f5598e3d91ce401321b4829d1a93f1157632ae9b9527982cc40985242ce,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/SkinTypesController.php,app,45,2027,cd29b08c1c64a721000b095ca76d77279968a0a83fe14f942fb25509e1401b7c,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/SurgeryTypesController.php,app,94,3846,ccf9d46c1bd3e35b85c09ed899b93a60e79690865d5b2c67574f7e02bf63d44a,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/VisitTypesController.php,app,76,2531,0e03657d5638b2e415bec2e112cc423b79eb995cf189c3d8eb80964f09cf7be0,7,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Setting/VisualAcuityTypesController.php,app,63,2865,40328039f95afe5e3eb901c42197d746dc3f95868afccab2d76820bb20cdaba1,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/SiteController.php,app,166,6838,d06b03bcaceffc918c9336f2fc87b3d7702e20de4b896bcd32ef352553538dcb,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/IolLensesController.php,app,251,11658,b28bcf0bce8bb4caec8932e85c0ba950f70fce237d77b59b56c773d0d0345da8,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/ProcedureProductsController.php,app,112,4216,bd63c4eae7043b9382029848ff198a4516a63ad1f59437287537308e4efef558,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/ProductCategoriesController.php,app,49,1978,4619742369d766446b6440e47217cd92bc22fec6a41dcbe0ca8d24f0a57bcfd4,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/ProductImportsController.php,app,100,4083,582e5b178afdbb7494520e5ad9b9da844f81aed3ef8120561ce45037b630b578,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/ProductLotsController.php,app,85,2765,a24956fc15fe878595a371d4c69cd11cea5dede5c7151cff068322a7311e587d,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/ProductsController.php,app,233,10118,031e7b884e380d9fa7cc8960bec795e2174e5aa40aa86b89e7e68242d8301b9c,8,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/PurchaseOrdersController.php,app,269,12342,1af2d7539c7511aa302cb6c013fbf434dcd49772bda80feab5167f21c1c519fb,11,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/StockCountsController.php,app,123,4829,84ac54683738f15a4c5a3dccc1bc74be3157c9783a8b7d2f4118f1a4938928d5,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/StockMovementsController.php,app,133,6133,7009251107a819755e14816f08eb7fdb932b6d1fd102f3942fd11dfed16e2cf0,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/StockReportsController.php,app,109,5356,12b3076f8211942eadd922f6b09a376913cf944097c6fbf0c59c0d712270437d,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/Stock/SuppliersController.php,app,104,4138,6635e95cd25bb55b78a14cf5fc6a51da26ae2174aabdd30c0261ee3cd2e502e3,6,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/SubscriptionExpiredController.php,app,67,2342,10108fc00472caacdea2fe052a16e8bb6b7b22b416962fb377a77057863ff4d4,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/TonometryPdfController.php,app,93,3915,ba16757483cccc994d332e4d425cda29d171b6cfcceb887daf14fe9351d60128,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/UsersController.php,app,372,13719,1a20d01c08ed79c1550b512e1a7a313d20b19a4e1878b0372e87598ce14510b3,12,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Controllers/WaitingListController.php,app,123,4332,2c6699d7964396519f4f868b62bb76993d84182efacceaee7cb9def1d84d9c1c,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ApiAuthenticateWithIntegrator.php,app,64,2437,3b8927e684a1c228b6dfca64840cd7a533be9786b1c8e6d46d61a77dbc7f236f,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ApiCheckPlanAccess.php,app,58,1957,1030c32087321365a14557d4da1555c5c7f5e93c36f92cd49f7de70fc3bd0771,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ApiCheckTokenExpiration.php,app,91,2914,82865e98d13ec00c21b52b408f4c691d0a67623413a52930b6536bacbe2884e3,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ApiIdempotency.php,app,110,4042,d85e2b8e2429a6793fc2936b14724460bd75e3972496c4afc788893ddca60e19,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ApiTokenPreCheck.php,app,48,1526,fb1a5c8a46a0dd592d5d0053bf7d264705a07abf7d1b706f5d010dc4e55d9120,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/BindTenantContext.php,app,46,1301,f87a748e14f0dd4f229a204ffd8242d1584467422d636cc6d9ef7bdb4215af06,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/CheckFeature.php,app,62,1741,f0c5987dccd7703238fa2baa3f718a8546684b24028734cd3d555095b0b9df43,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/CheckJsonResponse.php,app,69,2018,7f6e492f364fd43208a5fbbbab70c99d5c8ea6f9b09c5f1cca4239d193728bf9,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/CheckSubscription.php,app,50,1390,9ad931fe08c3c03800e97b8709f907c95c5840937283fbe4b2a309091900652e,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureApiDocsAccess.php,app,38,1084,b636260ad6ff0abc278ace2ad428bc7d6e98f864afd13036b4895da0885f7fcd,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureEntityPermission.php,app,141,5105,d0b91a6e5478bdd4bad4bae0eda80cf7f1dced517a2f13ac92bc01bb0052692e,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureEntityRole.php,app,101,3251,3e86ba8c2d3aee0c51def934d08f2b638d28acb39ea0acd373f7016a80fbe840,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureEntitySelected.php,app,52,1625,f4b41b7245b99675eda9e908df870969839dc23f774460d3c829f3100944b75f,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureIsPartner.php,app,33,727,d5c92c5c239642d16d04637fc38a873e3939ec89c7506aadb100785ca26c6c7c,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsurePatientAuthenticated.php,app,55,1658,d5259fb5b8021399d0dfe532b6e443cddaaf49add779fab463e40b241fc932a2,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsurePhoneVerified.php,app,58,2002,a806e24d8364d7d91176a822b5d19f09629664c74ea929f4d210037e204df248,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureSaasAdmin.php,app,45,1396,cd53133503f84f62337ce73701dc7deaab690ada7a273428dff1079f9b31102c,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureSaasRole.php,app,100,3628,0528d0c3ac008918f688ea10a6bba51ecd8268b8fa4339fa2547edb5c05fe446,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureTokenScope.php,app,65,2102,e2207687e4ff0a95d91b19d6fd590cc802850a047b8ad4273e1eee201349e16f,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureTwoFactor.php,app,121,4107,74702a70d5da6d19a045aa2dfecfea2164d02ef7b3e6d76162cb0d31e9739658,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/EnsureUserBelongsToEntity.php,app,83,2315,215573e480170fa98de6d89429399611d38d98066111c8a3e202ab230aa600be,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/HandleImpersonation.php,app,58,1977,14edff2bc9cfecaf4694d2b058ef0e4bf89d9fb06e840dce6c56714c79a61cbd,1,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/HandleInertiaRequests.php,app,209,8593,7a79ab9fc62e9986d34547c2e6b73ebbaf6ba48b225555432151fcedb968ae41,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/LogAdminAccess.php,app,184,7086,63c7763e6c461f7425add3571878a6d0fe8e917b9de75b0d2bc8e81d93a003c0,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/ParseMultipartFormData.php,app,130,3956,4074e9e53a6927efc7f458c2b44d4f0d326852afa1ebb817e544f5a1e60980a9,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/RequireTermsAcceptance.php,app,44,1191,7c0130ac8b092cd9688267d353483bcecaebf151c86fc3bcd8207cad0af31207,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Middleware/SetLocale.php,app,99,2669,e7c08f105ca37ca2cc6be02611a0b8450f7840ef9b0e239254002bb1ac2aadab,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/AI/EstimateAiRunRequest.php,app,13,291,b8e78ac38871576d92682ded71b1ba5e69b78efe7698fa15516b69a9d18863a3,0,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/AI/StoreAiRunRequest.php,app,73,3179,881496827bdb3de6a8b27065d626a6b4d4d96c7cabc41fc923f47156718f2d21,3,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/AdditionTypeRequest.php,app,87,2300,c6b1a9a4209194e19b12274614acc583d697357b0dba2208da2d3b51b5ae7f0f,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Api/EntityIntegratorEquipmentRequest.php,app,103,3834,bab3e0ec55a3a0dfeebe505ac5b4274f8a18e2e3f0f258b8cb6a80497780e508,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Api/ExamRequest.php,app,216,8091,f6fd72156a7b80a1cd17120bf40de0d28a83966a8b38373dcfb664d59368a454,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Api/IntegratorQueueHealthRequest.php,app,41,1660,83f02109f0f5d1514021f33c5bfdb5380d7a0cf066495f61a2fc54116d806410,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Api/PatientExamRequest.php,app,214,8322,ba5f7c29acbdc3a9b46ea656e59b54956244048d82879d72f2e058882899142a,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Auth/LoginRequest.php,app,85,2184,aac3fcf5a5941cba4520d8b8307af03725cb9a06ecd196866ad10f337b464565,5,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Auth/RegisterRequest.php,app,58,2088,2939290f084e738e755717c78a53b8b7702ae8e813abc693cdaedbe5331816e3,4,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
easyeye,app/Http/Requests/Auth/SelectEntityRequest.php,app,29,637,64a6cc863189926ddeb7e894852a0bf8e75d437de67051e1c95e400ccb5bd5e2,2,"inventario estatico; leitura dirigida por dominio, nao auditoria linha a linha"
